correct,wrong
correct,correcte
romantic,romantice
sufficiently,suffeicuntly
military,millitary
sassy,sasy
pilgrimage,pilgrimmage
because,beause
pamphlet,pamphet
hinge,hing
virtues,vitures
resembled,ressembled
extended,exended
indefinitely,indefitely
toboggan,tobbogan
asymmetry,assymnetry
in_front,infront
strongest,stornegst
helicopter,hecoter
bulletin,bullentine
apologies,appologies
refrigerator,refridgeator
curious,courous
programmes,programes
ordinarily,ordainarily
challenges,chalenges
refreshment,reafreshment
undoubtedly,undoubly
guildhall,guild_hall
dart,darrt
saucer,suscer
hedge,hedg
unexpected,unexpercted
approximate,approxiate
solemn,soleum
courses,corsoues
actually,atchually
drowned,drownd
documents,dockuments
from,frome
fascinating,fasicinateing
fight,figth
procedure,procedeur
green,gren
various,varius
genii,genei
recommended,reccommend
neighbor,nieghbor
scissors,sissor
refrigerator,refridgerator
biggest,biget
economical,ecommical
bulletin,bullenton
restrictive,restictive
specifically,specifucally
representatives,representive
pupil,pupile
losing,lossing
these,theys
breath,brath
thoroughly,thougherly
literally,illiteraly
magnificent,manificent
supplement,suppelement
biscuits,bicuts
unnecessarily,unnecesarily
recommendation,reconemdation
palace,palce
consisting,consisiting
numbers,nubers
blackboard,black_board
pastime,pass_time
believing,beleiving
affectionate,afectionate
diamond,dimonde
memories,memouries
normal,normall
opposite,oppisite
perturbation,pertubation
swimming,swiming
language,langauge
probable,probabal
picturesque,pictiresqu
regarding,regaurding
alright,al_right
teacher's,tearcher
courtesies,courseties
recommending,reckmending
satisfaction,satisfation
favourite,favorit
shall,shal
described,decribed
named,namd
prejudice,predjuduce
designed,desingend
permanent,permnet
seem,smeem
curtains,curtians
succeeded,succeded
carried,caried
regarding,reguarding
conditions,conetisons
acceptable,acetable
guanine,gunanine
appetite,appietite
anxious,anxouse
megabytes,egabytes
readily,readly
president's,presdents
approximate,apromate
package,pakage
pitch,picth
believe,belive
bridge,brigde
geometry,geomeltry
simply,simpley
symmetry,symetrey
schools,schol
september,septmber
miscellaneous,miscellaneos
relief,reilef
economic,econnomic
moment,monent
temporarily,tempariarly
brief,breif
themselves,themselfs
transferred,tranferred
accompanying,accompnying
completely,completly
revolutionary,revolutionar
committees,commties
empty,ermptey
self-opinionated,self-opiniated
virtues,virtuse
penalty,penatly
pneumonia,phenumonia
very,verry
about,abote
approximately,aproxinantly
guarantee,guartee
accurately,accruately
damage,damadge
received,recives
whereas,wheras
anticipating,antiscipating
noticeable,notiesable
delivered,dlered
helicopter,helictor
cancelled,caunceled
peculiar,perculiar
learnt,learn't
unparalleled,unparale
algorithm,algoritm
poetry,poettr
exhibition,exibhition
surrounded,surroundend
inform,imform
nourish,norish
permanently,permntly
inaccessible,inacesible
immediately,immeadiately
friend,frid
enthusiasm,enthusasim
operating,opperating
butter,buter
position,positon
timing,timeing
access,acess
describe,decribe
miscellaneous,mischellaneous
networks,netowrks
literature,literture
bulletin,bullentin
metallurgy,metalurgy
notice,notic
graffiti,grafitti
atmosphere,atmospher
coarse,coarce
maneuver,manuever
weird,werd
triangular,triangulaur
solo,solow
relief,rlef
thoroughly,throughly
likes,liks
sufficient,surficient
arrow,arow
permanently,permanetly
century,centuary
cassowary,cassawory
accompanying,accommampaning
cervical,cervial
comfortable,comfortbole
refrigerator,refirgator
conveniently,convenienty
field,feild
frightened,friteaned
established,establise
beneficial,bemeficial
living,liveing
adjourned,ajuned
receipts,reciepts
connection,connextion
semicolon,semi-colon
rounders,rouders
adequate,addiquate
chaser,chasr
asleep,a_sleep
royal,royle
besieged,beseiged
bashful,basful
approximately,approxomantly
definite,definut
handicraft,handi_craft
carriage,carrige
requesting,reqesting
certificates,cerstificates
extraordinary,extorordinary
attaching,acttaching
tournament,tournment
discussing,discusing
anniversary,anivrsary
prologue,prollog
engine,engein
cake,calke
canister,cannister
concerned,concened
shape,sheap
clearance,cleareance
financially,financily
interrupt,interupt
enthusiasm,enthusiasam
kinds,kins
violence,viloence
scheduled,schualed
curtains,curtan
recommend,recomenand
climb,cliam
pleasing,pleaseing
thought,throught
affectionate,affionate
overcrowded,overcrowed
whenever,when_ever
accustom,acustom
park,parck
inconvenience,inconvienc
touched,tuchd
visible,visibale
immediately,immeadily
thorough,thrugho
priest,preist
senior,sienior
pamphlets,phamlet's
enthusiastic,enthyusiastic
chautauqua,catauqua
materially,materally
excuse,exuse
prejudice,prejduce
a_lot,alot
assassination,assasination
geometry,geormerly
suppresses,supresses
obtain,obai
removed,rew_moved
searched,saerched
victorian,vitiorian
available,advalable
strength,strenth
unnecessary,unecessary
wheel,weel
biscuits,biscuts
criticism,critisem
while,hwile
specific,specifich
acknowledgement,acknowelgement
calendar,calender
economics,enomic
extraordinary,extaordinary
economical,ecomocal
everybody,evey_bodey
sympathy,sympthy
peculiar,proculiar
larvae,lavae
awful,aweful
prejudice,prejduice
playing,plaing
auditorium,audotorium
grandma,grandna
scrambled,scrambeled
apparent,aparent
committed,comittee
accrued,accrud
sorority,sirority
bandage,bandge
jobcentre,job_center
unanimous,unamus
remembrance,remberiance
inconvenient,inconvent
essentially,esentially
headmistress's,headmisstresse's
recommending,reccomending
poems,pomems
southern,suothen
conditions,condicton
controls,controlls
representatives,repersenatives
ferry,fery
knows,konws
employees,emploees
vacuum,vacum
physician,phyciaion
uranium,uranisium
mouser,mousr
removed,reymoved
anxiety,anieity
belief,beilief
story,sory
merely,mearly
different,differce
permanent,permant
inevitable,inevyitable
friend,freiend
rhythm,rythim
moustache,moustasch
everything,every_thing
thorough,thourough
economical,ecomenical
candy,cand
thoughtful,thought_full
removed,remooved
sorority,sarorrity
attorneys,attonereys
immediately,imediately
wrong,rong
undoubtedly,undotedaly
gorgeous,gorguss
algebra,algerbra
exceptionally,excepialy
dormitory,doormintory
sufficiently,sufficentally
originally,oridgonally
victim,victom
potatoes,potateos
beneficial,beneificial
specifically,specificually
esteemed,esestemed
prospect,propect
scraping,caping
biscuits,bicits
solemn,solmun
magnificent,magnificient
activities,activites
satisfaction,satifation
biscuits,biscuites
refreshment,refresmen
rewrite,rewriet
debit,depbit
government,govetment
apparatus,appartus
virtue,virture
temporarily,temporairly
visited,vited
recently,recenty
contented,cotente
maintenance,mainenance
continually,contually
ship,shipe
indefinite,indefinte
splendid,splenid
visit,visite
connection,conection
acknowledgement,acknowedgement
splendid,spendid
undoubtedly,undoutively
precision,precishine
establishing,estsablishing
needed,nedded
chemical,chemicall
swimming,swming
competition,compition
airplane,airplan
continuous,continius
opposition,oposition
erratically,eraticly
visible,visuble
junior,jounior
children,childrn
continuous,continouis
exaggerates,exagerrates
personnel,personel
hydraulic,hydralic
libel,lible
employer,inemployer
mathematician,mathmatician
appropriate,appropiate
addressing,adresing
foreseen,forseen
curiosity,curoty
active,acttive
opposite,oppossitte
courtesies,courties
teacher,tearcher
statistics,statisticks
financially,finiancally
affair,afair
weren't,werent
representatives,repersentives
recollection,recolection
receipts,recieps
distinguished,distingquised
delivered,deliverd
whistling,shisterling
duly,duealy
assessment,assesment
magnificent,magnifisance
continuous,contuous
angry,angrey
ideas,idaes
financially,financually
appropriate,approprate
answered,ansered
phonograph,phongraph
fraternally,fortenlly
laboratory,labitory
transcending,transending
decidedly,deceidely
forgotten,forgottern
unnecessary,innecessary
magnificent,magniffiance
individual,individul
beneficial,benefitical
competent,compeptent
economic,ecommic
lived,livd
twelve,twelv
especially,espeisally
naphtha,naptha
half,harlfe
guarantee,garantue
remittance,remuttance
communicate,communuate
mammalian,mamalian
approximate,approxcimate
orchestra,oreacetra
umbrella,umbrela
particularly,partiularly
immensely,immesly
suspicion,susspicion
zenith,zeenith
covered,coverted
relationship,relatiopnship
rising,riseing
amiable,amaiable
countenance,countamence
instruments,instumes
embarrassed,embarsed
expenditure,expediture
working,woking
genius,geniues
lessons,lessions
enthusiasm,enthusiasimium
altimeter,atimeter
temporarily,temiparly
sleep,slep
remember,remeber
sufficiently,sufiently
juicy,jucy
northeastern,northereastern
primary,primairy
fight,fieght
dormitory,dorinatory
municipalities,muncipalities
enquire,equire
headmistress,headmisters
destination,destintion
answer,ansawer
years,yers
prejudice,predjudice
earth,erthe
introduction,infroduction
criticism,criticisem
efficiency,eficiency
south,soth
inaccessible,inacesesible
blank,blak
completion,complection
forwards,for_wards
vacancies,vacantce
villain,villian
unenlightened,unenlightend
present,preasent
completing,complecting
fitted,fifted
assured,asured
murdering,mudering
telephoned,teloned
accustomed,accustomned
successful,succsefull
contest,conest
employment,employement
square,squair
bossed,bosed
laugh,lauth
approximately,appxoromatly
waiting,waitng
libraries,libraies
definitely,definitlalty
reckon,rekson
seceded,seceeded
referring,refferring
tunnel_like,tunnellike
elementary,elementiary
proof,proff
specimen,specimend
reckon,reconn
practically,practicly
damaged,dammaged
carols,caroles
cattle,catle
deuce,duece
apologies,apolgies
pamphlets,panplets
perhaps,perhapes
intellectual,inteletial
culture,kulture
representatives,represnetatives
customer's,custmers
ordinarily,ordunarly
site,sitte
government,govment
pudding,puding
infinite,infient
kind_manneredly,kind_manerdly
recipes,recipies
acknowledgement,aceknowledgement
squeeze,squeze
stands,standes
vacancies,vacanies
economics,ecomnonics
available,avilable
memories,memordies
efficiently,efficently
surly,surley
cabinet,cabinate
school,scool
movie,movei
republican,republician
science,sceince
statistics,stisticts
satisfactorily,satifactorily
festival,fesctival
inconvenience,inconfienence
sometimes,some-times
blocked,bloked
aggressive,aggresive
government,govement
conscience,conisience
crime,crim
feather,fether
round,rond
reliable,relable
mountainous,moutainous
cemetery,cemtery
prairie,prarie
term,tearm
technical,tenical
sacrifice,sarifice
export,exsport
attended,attened
faithful,faithfull
circling,circarling
duly,daully
significantly,signifantly
bottom,botom
mustn't,musttent
scarcely,scacley
inconvenience,inconience
economics,ecconomics
extraordinary,extrordonary
exaggerating,exagerating
form-mistress,formistress
available,aviable
amiable,amable
operator,opperator
equipped,equippted
supplement,suplement
intellectual,inelectual
requisition,recquosition
precision,prcision
ceased,scesed
arrangements,arargements
pamphlets,phaphlet
curtains,curains
explained,ecspained
useful,usefull
accomplishments,acomplishments
appreciated,apreciated
painting,piating
glass,glars
biscuits,bisciut
newspaper,news_paper
uniform,unform
enthusiastic,enthiusuastic
sacrilegious,saccreligious
psychology,sycoligy
mathematics,mathmantics
relatively,relativly
opportunities,oppourtunites
gradually,gradualy
music,muic
stamp,stap
magnificent,magnifiecent
occasion,occassion
catch,cach
administration,adminstration
ministry,ministery
apparent,aprent
unusually,unuasallily
amendment,ammendment
immediately,imeadiately
opera,opra
statistics,statstics
procedure,procedior
decision,descisions
quite,queit
occasionally,occaisionally
spoon,spon
natural,naturual
decidedly,decidy
screamed,scremd
commence,comence
apparent,apprarent
economics,economicts
attorneys,attournies
folk,folke
provide,provid
weightless,wieghtless
rheumatism,rheoumatism
someone,some-one
curiosity,curiousty
family,famley
second,seconnd
curious,courieous
recognition,recobmition
apparent,appearent
referring,refing
helicopter,hleopter
polluting,poluting
indefinitely,indefintely
special,specail
calculate,caluclate
dracula's,draculla's
built,biult
funny,funney
arrangements,arramgments
explained,explainded
splendid,splend
dropped,droped
thieves,thies
pilot,piolt
annum,anumn
little,littal
literally,litteraly
pleasant,plessant
courtesies,courteousies
controversy,controvvesity
telephoned,telephonied
dangerous,dangerus
occasionally,occaionally
necessarily,necessarly
narrative,narative
character,caracter
prime_minister,priminister
scarcely,scarcley
after,afthe
enthusiastic,enthuestic
piggyback,pigy-back
comfortable,comfortle
resource,resouce
accrued,accruved
scheduled,scheduale
solve,slove
extraordinary,exterorary
customer's,custimers
philosophy,philisophy
overwhelming,overwealming
identified,indentified
variant,vairiant
always,alwasy
archetype,archtype
guardian,gardeian
confusing,confusin
dormitory,dormitlory
melancholy,mellancolly
recommend,recomend
became,becaume
need_not,neednot
avoid,avoud
together,togethers
correspondence,correpondence
friends,frends
galvanized,galvinazed
arrangements,araingements
countenance,coutance
courtesies,courtiseses
commissions,comisions
lowest,loest
distribution,distibution
level,levle
commercially,commericially
happiest,happeist
apple,alpple
communicate,communcate
establishing,establising
penny,peny
inconvenience,inconviencies
permanent,permeant
successful,sucsselful
welcome,wellcome
fire,firere
entrepreneur,entrepeneur
appreciate,appreciat
aberration,aberation
presumptuous,presumptous
building,billding
vacillate,vaccilate
tied,tiyed
station,ststion
pamphlets,panphelets
fight,ftigh
perhaps,perhapse
accompanying,acompanying
occasion,ocassion
playground,play_ground
strawberry,strawbery
background,back_ground
bicycle,bicyl
departure,depature
appropriate,appropreiate
children,chilldren
organization,oranisation
